# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Mar 15 19:08:21 BRT 2023 [seed=111]
# -seed 111 -prefix seed1 simulated_data_n=5_L=5000_rate=0.2.xml
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
99000	-14717.68422261368	-9.465854189857549	-14708.218368423823	0.42941763525987214	1.6924390327334415	1.0	0.2	0.20000000000000004	-14708.218368423823	0.0	-2.5507675492146378
100000	-14718.025318180973	-9.500214110565555	-14708.525104070408	0.4301306644190898	1.704441810664546	1.0	0.2	0.19999999999999998	-14708.525104070408	0.0	-2.5851274699226447
101000	-14717.578215115333	-9.457520342963521	-14708.12069477237	0.4261450056408911	1.6799903229809863	1.0	0.2	0.20000000000000004	-14708.12069477237	0.0	-2.5424337023206114
102000	-14717.378728619951	-9.463227238858561	-14707.915501381092	0.43120212775853395	1.6910004045260274	1.0	0.2	0.20000000000000004	-14707.915501381092	0.0	-2.5481405982156518
103000	-14717.676469645081	-9.495464980635841	-14708.181004664446	0.42919291730794606	1.7032406056794036	1.0	0.2	0.2	-14708.181004664446	0.0	-2.580378339992931
104000	-14719.474366039662	-9.47119146775995	-14710.003174571902	0.4502849576975416	1.730076560737434	1.0	0.2	0.2	-14710.003174571902	0.0	-2.5561048271170392
105000	-14718.663502433019	-9.522922030959956	-14709.14058040206	0.4279288426996853	1.7102481241005734	1.0	0.2	0.19999999999999998	-14709.14058040206	0.0	-2.6078353903170464
106000	-14718.239714878575	-9.56602896464136	-14708.673685913933	0.43161353554046156	1.7280106185824258	1.0	0.2	0.2	-14708.673685913933	0.0	-2.65094232399845
107000	-14718.268280627968	-9.484260921903342	-14708.784019706065	0.43240420552356734	1.6990613771740821	1.0	0.2	0.20000000000000004	-14708.784019706065	0.0	-2.569174281260433
108000	-14717.380559909328	-9.484244934800751	-14707.896314974527	0.4294338321411882	1.6948025167372154	1.0	0.2	0.20000000000000007	-14707.896314974527	0.0	-2.5691582941578415
109000	-14722.16167309915	-9.554603644608937	-14712.607069454541	0.4267784408669765	1.7131543574190102	1.0	0.2	0.20000000000000007	-14712.607069454541	0.0	-2.639517003966027
110000	-14718.217706047415	-9.427608286325425	-14708.79009776109	0.4296819316825239	1.6782512750187608	1.0	0.2	0.2	-14708.79009776109	0.0	-2.5125216456825155
111000	-14718.416329270633	-9.549212374689407	-14708.867116895943	0.44967220843220296	1.7594915256454948	1.0	0.2	0.2	-14708.867116895943	0.0	-2.634125734046497
112000	-14717.33761914084	-9.543502346982361	-14707.794116793859	0.44346760025239307	1.7419837733367245	1.0	0.2	0.19999999999999998	-14707.794116793859	0.0	-2.6284157063394513
113000	-14722.147194601142	-9.400023818261767	-14712.74717078288	0.412701296738438	1.6299450629443943	1.0	0.2	0.20000000000000004	-14712.74717078288	0.0	-2.4849371776188565
