# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Mar 15 19:09:38 BRT 2023 [seed=222]
# -seed 222 -prefix seed2 simulated_data_n=5_L=5000_rate=0.2.xml
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-17881.02395417657	-9.900737865162942	-17871.123216311407	1.5859527618122304	3.717336747758278	1.0	0.2	0.2	-17871.123216311407	0.0	-2.985651224520031
1000	-14718.761300301449	-9.646174822624333	-14709.115125478824	0.4465115302893385	1.782819738997922	1.0	0.2	0.2	-14709.115125478824	0.0	-2.731088181981423
2000	-14717.126591964954	-9.527660611459709	-14707.598931353494	0.4332993528096366	1.7194371910757602	1.0	0.2	0.2	-14707.598931353494	0.0	-2.6125739708167983
3000	-14721.529894354746	-9.418691972385101	-14712.11120238236	0.4534684254476282	1.7109911499813322	1.0	0.2	0.20000000000000004	-14712.11120238236	0.0	-2.5036053317421922
4000	-14718.54931345043	-9.568775343673375	-14708.980538106756	0.4516168241322147	1.76718041344693	1.0	0.2	0.19999999999999998	-14708.980538106756	0.0	-2.653688703030465
5000	-14718.709294485736	-9.431072359604258	-14709.278222126131	0.4332858679457757	1.679929176018239	1.0	0.2	0.19999999999999998	-14709.278222126131	0.0	-2.515985718961347
6000	-14718.512874911481	-9.441162890078495	-14709.071712021403	0.43355350351839284	1.6915994917670842	1.0	0.2	0.20000000000000004	-14709.071712021403	0.0	-2.5260762494355844
7000	-14719.605456887737	-9.412612909726208	-14710.192843978011	0.4221579569608133	1.6521426276598299	1.0	0.2	0.20000000000000004	-14710.192843978011	0.0	-2.497526269083298
8000	-14720.683046380685	-9.511634188052284	-14711.171412192632	0.46497567802078366	1.7659069969589198	1.0	0.2	0.19999999999999998	-14711.171412192632	0.0	-2.596547547409373
9000	-14718.008913183288	-9.51398356262245	-14708.494929620665	0.4335425210495182	1.7110336546754827	1.0	0.2	0.20000000000000004	-14708.494929620665	0.0	-2.5988969219795397
10000	-14717.953803698652	-9.562271261249526	-14708.391532437403	0.44050770964595093	1.7405763238530398	1.0	0.2	0.20000000000000004	-14708.391532437403	0.0	-2.6471846206066156
11000	-14725.96378086712	-9.753404720045246	-14716.210376147073	0.48041525089042186	1.8872681743517092	1.0	0.2	0.2	-14716.210376147073	0.0	-2.838318079402336
12000	-14718.671725526623	-9.55144815937817	-14709.120277367245	0.44356247124095155	1.7503723986724165	1.0	0.2	0.20000000000000004	-14709.120277367245	0.0	-2.63636151873526
13000	-14717.007367441793	-9.50048687525013	-14707.506880566543	0.43646088788873016	1.713865711764262	1.0	0.2	0.2	-14707.506880566543	0.0	-2.5854002346072207
