# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Mar 15 20:06:55 BRT 2023 [seed=444]
# -seed 444 -prefix seed4 coal_prior_ntaxa=5.xml
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-14.324538740645428	-14.324538740645428	0.0	2.642075562574629	7.256415596527909	1.0	0.2	0.19999999999999998	0.0	0.0	-7.409452100002518
1000	-10.650075909933577	-10.650075909933577	0.0	1.6502055850817587	4.152376549590084	1.0	0.2	0.19999999999999996	0.0	0.0	-3.7349892692906668
2000	-10.033004797651703	-10.033004797651703	0.0	0.6976546720529124	2.379818193164254	1.0	0.2	0.20000000000000004	0.0	0.0	-3.117918157008794
3000	-11.824182470615629	-11.824182470615629	-3.3306690738754696E-16	1.3116081842941858	4.0763797008994125	1.0	0.2	0.19999999999999998	-3.3306690738754696E-16	0.0	-4.909095829972718
4000	-11.692302560539114	-11.692302560539114	-3.3306690738754696E-16	2.4481171130484887	5.863852157763741	1.0	0.2	0.19999999999999998	-3.3306690738754696E-16	0.0	-4.777215919896204
5000	-9.104437686275457	-9.104437686275457	0.0	0.9744663662372054	2.4242151349441934	1.0	0.2	0.2	0.0	0.0	-2.189351045632548
6000	-12.326649497736692	-12.326649497736692	6.661338147750938E-16	1.8485523711723193	5.294289808494328	1.0	0.2	0.20000000000000004	6.661338147750938E-16	0.0	-5.411562857093782
7000	-14.251353057203463	-14.251353057203463	-3.3306690738754696E-16	4.292589105990175	9.837413478037554	1.0	0.2	0.2	-3.3306690738754696E-16	0.0	-7.3362664165605525
8000	-9.91196242190322	-9.91196242190322	0.0	0.7060692772923065	2.2268255472486396	1.0	0.2	0.20000000000000004	0.0	0.0	-2.9968757812603104
9000	-10.741256811792265	-10.741256811792265	-3.3306690738754696E-16	2.736970026707645	5.891610955667724	1.0	0.2	0.19999999999999998	-3.3306690738754696E-16	0.0	-3.8261701711493563
10000	-11.479019983213217	-11.479019983213217	0.0	3.0583844162977223	6.704406196983552	1.0	0.2	0.2	0.0	0.0	-4.563933342570307
